proceedings:ID,booktitle:string,editor:string[],ee:string[],key:string,number:string,title:string,volume:string,year:int,in_selected_ip_subset,doi,edition
159870,Text Understanding in LILOG,Claus-Rainer Rollinger|Otthein Herzog,https://doi.org/10.1007/3-540-54594-8,journals/lncs/1991-546,,"Text Understanding in LILOG, Integrating Computational Linguistics and Artificial Intelligence, Final Report on the IBM Germany LILOG-Project",546,1991,True,https://doi.org/10.1007/3-540-54594-8,546
159935,Constraint Programming,Andreas Podelski,https://doi.org/10.1007/3-540-59155-9,journals/lncs/1994-910,,"Constraint Programming: Basics and Trends, Châtillon Spring School, Châtillon-sur-Seine, France, May 16 - 20, 1994, Selected Papers",910,1995,True,https://doi.org/10.1007/3-540-59155-9,910
159951,Advanced Database Systems,Bharat K. Bhargava|Nabil R. Adam,https://doi.org/10.1007/3-540-57507-3,journals/lncs/1993-759,,Advanced Database Systems,759,1993,True,https://doi.org/10.1007/3-540-57507-3,759
227944,Gaussian Processes in Practice,Anton Schwaighofer|Joaquin Quiñonero Candela|Neil D. Lawrence,http://proceedings.mlr.press/v1/,journals/jmlr/2006gpp,,"Gaussian Processes in Practice, Bletchley Park, Bletchley, UK, June 12-13, 2006",1,2007,True,,1
1681953,PLACES,Alan Mycroft|Kohei Honda 0001,http://arxiv.org/abs/1110.3853|https://doi.org/10.4204/EPTCS.69,journals/corr/abs-1110-3853,,"Proceedings Third Workshop on Programming Language Approaches to Concurrency and communication-cEntric Software, PLACES 2010, Paphos, Cyprus, 21st March 2010.",69,2010,True,http://arxiv.org/abs/1110.3853|https://doi.org/10.4204/EPTCS.69,69
1682575,MeCBIC,Gabriel Ciobanu,http://arxiv.org/abs/1211.3476|https://doi.org/10.4204/EPTCS.100,journals/corr/abs-1211-3476,,"Proceedings 6th Workshop on Membrane Computing and Biologically Inspired Process Calculi, MeCBIC 2012, Newcastle, UK, 8th September 2012.",100,2012,True,http://arxiv.org/abs/1211.3476|https://doi.org/10.4204/EPTCS.100,100
1686162,HCVS,Germán Vidal|Temesghen Kahsai,http://arxiv.org/abs/1809.04554|https://doi.org/10.4204/EPTCS.278,journals/corr/abs-1809-04554,,"Proceedings 5th Workshop on Horn Clauses for Verification and Synthesis, HCVS 2018, Oxford, UK, 13th July 2018.",278,2018,True,http://arxiv.org/abs/1809.04554|https://doi.org/10.4204/EPTCS.278,278
1686393,DCDP,Mark S. Miller|Tom Van Cutsem,http://arxiv.org/abs/1006.1689|https://doi.org/10.4204/EPTCS.27,journals/corr/abs-1006-1689,,"Proceedings First International Workshop on Decentralized Coordination of Distributed Processes, DCDP 2010, Amsterdam, The Netherlands, 10th June 2010.",27,2010,True,http://arxiv.org/abs/1006.1689|https://doi.org/10.4204/EPTCS.27,27
1687921,ITRS,Betti Venneri|Elaine Pimentel|Joe B. Wells,http://arxiv.org/abs/1101.4104|https://doi.org/10.4204/EPTCS.45,journals/corr/abs-1101-4104,,"Proceedings Fifth Workshop on Intersection Types and Related Systems, ITRS 2010, Edinburgh, U.K., 9th July 2010.",45,2010,True,http://arxiv.org/abs/1101.4104|https://doi.org/10.4204/EPTCS.45,45
1688202,GandALF,Andrea Orlandini|Patricia Bouyer|Pierluigi San Pietro,http://arxiv.org/abs/1709.01761,journals/corr/abs-1709-01761,,"Proceedings Eighth International Symposium on Games, Automata, Logics and Formal Verification, GandALF 2017, Roma, Italy, 20-22 September 2017.",256,2017,True,,256
1688766,TYPES,Tom Hirschowitz,http://arxiv.org/abs/1103.3111|https://doi.org/10.4204/EPTCS.53,journals/corr/abs-1103-3111,,"Proceedings Types for Proofs and Programs, Revised Selected Papers, TYPES 2009, Aussois, France, 12-15th May 2009.",53,2009,True,http://arxiv.org/abs/1103.3111|https://doi.org/10.4204/EPTCS.53,53
1689132,SLPCS@QPL,Dimitrios Kartsaklis|Laura Rimell|Martha Lewis,http://arxiv.org/abs/1608.01018|https://doi.org/10.4204/EPTCS.221,journals/corr/KartsaklisLR16,,"Proceedings of the 2016 Workshop on Semantic Spaces at the Intersection of NLP, Physics and Cognitive Science, SLPCS@QPL 2016, Glasgow, Scotland, 11th June 2016.",221,2016,True,http://arxiv.org/abs/1608.01018|https://doi.org/10.4204/EPTCS.221,221
1689673,LFMTP,Iliano Cervesato|Kaustuv Chaudhuri,http://arxiv.org/abs/1507.07597|https://doi.org/10.4204/EPTCS.185,journals/corr/CervesatoC15,,"Proceedings Tenth International Workshop on Logical Frameworks and Meta Languages: Theory and Practice, LFMTP 2015, Berlin, Germany, 1 August 2015.",185,2015,True,http://arxiv.org/abs/1507.07597|https://doi.org/10.4204/EPTCS.185,185
1690504,CL&C,Stefano Berardi|Steffen van Bakel|Ulrich Kohlenbach,http://arxiv.org/abs/1606.05820|https://doi.org/10.4204/EPTCS.213,journals/corr/KohlenbachBB16,,"Proceedings Sixth International Workshop on Classical Logic and Computation, CL&C 2016, Porto, Portugal , 23th June 2016.",213,2016,True,http://arxiv.org/abs/1606.05820|https://doi.org/10.4204/EPTCS.213,213
1693305,QSQW,Giuseppe Di Molfetta|Vivien M. Kendon|Yutaka Shikano,https://arxiv.org/abs/2004.01061|https://doi.org/10.4204/EPTCS.315,journals/corr/abs-2004-01061,,"Proceedings 9th International Conference on Quantum Simulation and Quantum Walks, QSQW 2020, Marseille, France, 20-24/01/2020.",315,2020,True,https://arxiv.org/abs/2004.01061|https://doi.org/10.4204/EPTCS.315,315
1694277,F-IDE,Catherine Dubois|Dimitra Giannakopoulou|Dominique Méry,http://arxiv.org/abs/1404.5785|https://doi.org/10.4204/EPTCS.149,journals/corr/DuboisGM14,,"Proceedings 1st Workshop on Formal Integrated Development Environment, F-IDE 2014, Grenoble, France, April 6, 2014.",149,2014,True,http://arxiv.org/abs/1404.5785|https://doi.org/10.4204/EPTCS.149,149
1695511,EXPRESS,Daniele Gorla|Sibylle B. Fröschle,http://arxiv.org/abs/0911.3189|https://doi.org/10.4204/EPTCS.8,journals/corr/abs-0911-3189,,"Proceedings 16th International Workshop on Expressiveness in Concurrency, EXPRESS 2009, Bologna, Italy, 5th September 2009.",8,2009,True,http://arxiv.org/abs/0911.3189|https://doi.org/10.4204/EPTCS.8,8
1697554,AFL,Zoltán Fülöp 0001|Zoltán Ésik,http://arxiv.org/abs/1405.5272|https://doi.org/10.4204/EPTCS.151,journals/corr/EsikF14,,"Proceedings 14th International Conference on Automata and Formal Languages, AFL 2014, Szeged, Hungary, May 27-29, 2014.",151,2014,True,http://arxiv.org/abs/1405.5272|https://doi.org/10.4204/EPTCS.151,151
1698181,GaM@ETAPS,Alice Miller 0001|Timo Kehrer,http://arxiv.org/abs/1712.08345,journals/corr/abs-1712-08345,,"Proceedings Third Workshop on Graphs as Models, GaM@ETAPS 2017, Uppsala, Sweden, 23rd April 2017.",263,2017,True,,263
1702909,ACAC,Evangelos Markakis|Ioannis Milis,http://arxiv.org/abs/0909.5479|https://doi.org/10.4204/EPTCS.4,journals/corr/abs-0909-5479,,"Proceedings Fourth Athens Colloquium on Algorithms and Complexity, ACAC 2009, Athens, Greece, August 20-21, 2009.",4,2009,True,http://arxiv.org/abs/0909.5479|https://doi.org/10.4204/EPTCS.4,4
1703935,WRS,Maribel Fernández,http://arxiv.org/abs/1001.4573|https://doi.org/10.4204/EPTCS.15,journals/corr/abs-1001-4573,,"Proceedings Ninth International Workshop on Reduction Strategies in Rewriting and Programming, WRS 2009, Brasilia, Brazil, 28th June 2009.",15,2009,True,http://arxiv.org/abs/1001.4573|https://doi.org/10.4204/EPTCS.15,15
1705058,DSL,Chung-chieh Shan|Olivier Danvy,http://arxiv.org/abs/1109.0323|https://doi.org/10.4204/EPTCS.66,journals/corr/abs-1109-0323,,"Proceedings IFIP Working Conference on Domain-Specific Languages, DSL 2011, Bordeaux, France, 6-8th September 2011.",66,2011,True,http://arxiv.org/abs/1109.0323|https://doi.org/10.4204/EPTCS.66,66
1705096,QPL,Bob Coecke|Ichiro Hasuo|Prakash Panangaden,http://arxiv.org/abs/1412.8102|https://doi.org/10.4204/EPTCS.172,journals/corr/CoeckeHP14,,"Proceedings of the 11th workshop on Quantum Physics and Logic, QPL 2014, Kyoto, Japan, 4-6th June 2014.",172,2014,True,http://arxiv.org/abs/1412.8102|https://doi.org/10.4204/EPTCS.172,172
1706275,FLACOS,Ernesto Pimentel 0001|Valentín Valero,http://arxiv.org/abs/1109.2399|https://doi.org/10.4204/EPTCS.68,journals/corr/abs-1109-2399,,"Proceedings Fifth Workshop on Formal Languages and Analysis of Contract-Oriented Software, FLACOS 2011, Málaga, Spain, 22nd and 23rd September 2011.",68,2011,True,http://arxiv.org/abs/1109.2399|https://doi.org/10.4204/EPTCS.68,68
1709280,WoC,Olivier Danvy|Ugo de'Liguoro,http://arxiv.org/abs/1606.05839|https://doi.org/10.4204/EPTCS.212,journals/corr/Danvyd16,,"Proceedings of the Workshop on Continuations, WoC 2016, London, UK, April 12th 2015.",212,2016,True,http://arxiv.org/abs/1606.05839|https://doi.org/10.4204/EPTCS.212,212
1712405,WPTE@FSCD,David Sabel|Joachim Niehren,http://arxiv.org/abs/1902.07818|https://doi.org/10.4204/EPTCS.289,journals/corr/abs-1902-07818,,"Proceedings Fifth International Workshop on Rewriting Techniques for Program Transformations and Evaluation, WPTE@FSCD 2018, Oxford, England, 8th July 2018.",289,2019,True,http://arxiv.org/abs/1902.07818|https://doi.org/10.4204/EPTCS.289,289
1722833,iFMCloud@IFM,Ahmed Elmokashfi|Razieh Behjati,http://arxiv.org/abs/1610.07700|https://doi.org/10.4204/EPTCS.228,journals/corr/BehjatiE16,,"Proceedings of the First International Workshop on Formal Methods for and on the Cloud, iFMCloud@IFM 2016, Reykjavik, Iceland, 4th June 2016.",228,2016,True,http://arxiv.org/abs/1610.07700|https://doi.org/10.4204/EPTCS.228,228
1723360,UITP,Pedro Quaresma|Serge Autexier,http://arxiv.org/abs/1701.06745|https://doi.org/10.4204/EPTCS.239,journals/corr/AutexierQ17,,"Proceedings of the 12th Workshop on User Interfaces for Theorem Provers, UITP 2016, Coimbra, Portugal, 2nd July 2016.",239,2017,True,http://arxiv.org/abs/1701.06745|https://doi.org/10.4204/EPTCS.239,239
1724385,ACL2,David S. Hardin|Julien Schmaltz,http://arxiv.org/abs/1110.4473|https://doi.org/10.4204/EPTCS.70,journals/corr/abs-1110-4473,,"Proceedings 10th International Workshop on the ACL2 Theorem Prover and its Applications, ACL2 2011, Austin, Texas, USA, November 3-4, 2011.",70,2011,True,http://arxiv.org/abs/1110.4473|https://doi.org/10.4204/EPTCS.70,70
1726830,FOCLASA,António Ravara|Mohammad Reza Mousavi 0001,http://arxiv.org/abs/1107.5847|https://doi.org/10.4204/EPTCS.58,journals/corr/abs-1107-5847,,"Proceedings 10th International Workshop on the Foundations of Coordination Languages and Software Architectures, FOCLASA 2011, Aachen, Germany, 10th September, 2011.",58,2011,True,http://arxiv.org/abs/1107.5847|https://doi.org/10.4204/EPTCS.58,58
1728450,SYNT@CAV,Rayna Dimitrova|Ruzica Piskac,http://arxiv.org/abs/1611.07178|https://doi.org/10.4204/EPTCS.229,journals/corr/PiskacD16,,"Proceedings Fifth Workshop on Synthesis, SYNT@CAV 2016, Toronto, Canada, July 17-18, 2016.",229,2016,True,http://arxiv.org/abs/1611.07178|https://doi.org/10.4204/EPTCS.229,229
1728629,QAPL,Mirco Tribastone|Nathalie Bertrand 0001,http://arxiv.org/abs/1509.08169|https://doi.org/10.4204/EPTCS.194,journals/corr/BertrandT15,,"Proceedings Thirteenth Workshop on Quantitative Aspects of Programming Languages and Systems, QAPL 2015, London, UK, 11th-12th April 2015.",194,2015,True,http://arxiv.org/abs/1509.08169|https://doi.org/10.4204/EPTCS.194,194
1728686,QAPL,Luca Bortolussi|Nathalie Bertrand 0001,http://arxiv.org/abs/1406.1567|https://doi.org/10.4204/EPTCS.154,journals/corr/BertrandB14,,"Proceedings Twelfth International Workshop on Quantitative Aspects of Programming Languages and Systems, QAPL 2014, Grenoble, France, 12-13 April 2014.",154,2014,True,http://arxiv.org/abs/1406.1567|https://doi.org/10.4204/EPTCS.154,154
1730492,ICLP Technical Communications / Doctoral Consortium,Carmine Dodaro|José F. Morales 0001|Martin Gebser|Tuncay Tekle|Verónica Dahl|Yuliya Lierler,https://doi.org/10.4204/EPTCS.364|https://doi.org/10.48550/arXiv.2208.02685,journals/corr/abs-2208-02685,,"Proceedings 38th International Conference on Logic Programming, ICLP 2022 Technical Communications / Doctoral Consortium, Haifa, Israel, 31st July 2022 - 6th August 2022.",364,2022,True,https://doi.org/10.4204/EPTCS.364|https://doi.org/10.48550/arXiv.2208.02685,364
1731538,GandALF,Gabriele Puppis|Tiziano Villa,http://arxiv.org/abs/1307.4162|https://doi.org/10.4204/EPTCS.119,journals/corr/PuppisV13,,"Proceedings Fourth International Symposium on Games, Automata, Logics and Formal Verification, GandALF 2013, Borca di Cadore, Dolomites, Italy, 29-31th August 2013.",119,2013,True,http://arxiv.org/abs/1307.4162|https://doi.org/10.4204/EPTCS.119,119
1735741,SCAV@CPSWeek,Mario Gleirscher|Stefan Kugele|Sven Linker,http://arxiv.org/abs/1804.03406,journals/corr/abs-1804-03406,,"Proceedings 2nd International Workshop on Safe Control of Autonomous Vehicles, SCAV@CPSWeek 2018, Porto, Portugal, 10th April 2018.",269,2018,True,,269
1736145,Linearity-TLLA@FLoC,Lorenzo Tortora de Falco|Maribel Fernández|Thomas Ehrhard|Valeria de Paiva,http://arxiv.org/abs/1904.06159|https://doi.org/10.4204/EPTCS.292,journals/corr/abs-1904-06159,,"Proceedings Joint International Workshop on Linearity & Trends in Linear Logic and Applications, Linearity-TLLA@FLoC 2018, Oxford, UK, 7-8 July 2018.",292,2019,True,http://arxiv.org/abs/1904.06159|https://doi.org/10.4204/EPTCS.292,292
1737220,CL&C,Paulo Oliva,http://arxiv.org/abs/1409.2593|https://doi.org/10.4204/EPTCS.164,journals/corr/Oliva14,,"Proceedings Fifth International Workshop on Classical Logic and Computation, CL&C 2014, Vienna, Austria, July 13, 2014.",164,2014,True,http://arxiv.org/abs/1409.2593|https://doi.org/10.4204/EPTCS.164,164
1741055,WCSI,Carlos Canal|Gwen Salaün|Javier Cámara,http://arxiv.org/abs/1010.2337|https://doi.org/10.4204/EPTCS.37,journals/corr/abs-1010-2337,,"Proceedings International Workshop on Component and Service Interoperability, WCSI 2010, Málaga, Spain, 29th June 2010.",37,2010,True,http://arxiv.org/abs/1010.2337|https://doi.org/10.4204/EPTCS.37,37
1741070,FAVO,Jeremy W. Bryans|John S. Fitzgerald,http://arxiv.org/abs/1204.5796|https://doi.org/10.4204/EPTCS.83,journals/corr/abs-1204-5796,,"Proceedings Third Workshop on Formal Aspects of Virtual Organisations, FAVO 2011, Sao Paolo, Brazil, 18th October 2011.",83,2011,True,http://arxiv.org/abs/1204.5796|https://doi.org/10.4204/EPTCS.83,83
1742119,WPTE@FSCD,David Sabel|Horatiu Cirstea,http://arxiv.org/abs/1802.05862,journals/corr/abs-1802-05862,,"Proceedings Fourth International Workshop on Rewriting Techniques for Program Transformations and Evaluation, WPTE@FSCD 2017, Oxford, UK, 8th September 2017.",265,2018,True,,265
1744421,MEMICS,Adam Rambousek|Jan Bouda|Jan Kofron|Jan Strejcek|Lukás Holík,http://arxiv.org/abs/1612.04037|https://doi.org/10.4204/EPTCS.233,journals/corr/BoudaHKSR16,,"Proceedings 11th Doctoral Workshop on Mathematical and Engineering Methods in Computer Science, MEMICS 2016, Telč, Czech Republic, 21st-23rd October 2016.",233,2016,True,http://arxiv.org/abs/1612.04037|https://doi.org/10.4204/EPTCS.233,233
1749781,DCM,Elham Kashefi|Prakash Panangaden|S. Barry Cooper,http://arxiv.org/abs/1006.1937|https://doi.org/10.4204/EPTCS.26,journals/corr/abs-1006-1937,,"Proceedings Sixth Workshop on Developments in Computational Models: Causality, Computation, and Physics, DCM 2010, Edinburgh, Scotland, 9-10th July 2010.",26,2010,True,http://arxiv.org/abs/1006.1937|https://doi.org/10.4204/EPTCS.26,26
1752193,HCVS/PERR@ETAPS,Emanuele De Angelis|Grigory Fedyukovich|Mattias Ulbrich|Nikos Tzevelekos,http://arxiv.org/abs/1907.03523|https://doi.org/10.4204/EPTCS.296,journals/corr/abs-1907-03523,,"Proceedings of the Sixth Workshop on Horn Clauses for Verification and Synthesis and Third Workshop on Program Equivalence and Relational Reasoning, HCVS/PERR@ETAPS 2019, Prague, Czech Republic, 6-7th April 2019.",296,2019,True,http://arxiv.org/abs/1907.03523|https://doi.org/10.4204/EPTCS.296,296
1752312,MARS@ETAPS,Ansgar Fehnker|Hubert Garavel,https://arxiv.org/abs/2004.12403|https://doi.org/10.4204/EPTCS.316,journals/corr/abs-2004-12403,,"Proceedings of the 4th Workshop on Models for Formal Analysis of Real Systems, MARS@ETAPS 2020, Dublin, Ireland, April 26, 2020.",316,2020,True,https://arxiv.org/abs/2004.12403|https://doi.org/10.4204/EPTCS.316,316
1753266,ICLP Technical Communications,Alicia Villanueva|Andrea Formisano 0001|Bart Bogaerts 0001|Daniela Inclezan|Esra Erdem 0001|Fangkai Yang|Germán Vidal|Giovambattista Ianni|Marina De Vos|Paul Fodor,http://arxiv.org/abs/1909.07646|https://doi.org/10.4204/EPTCS.306,journals/corr/abs-1909-07646,,"Proceedings 35th International Conference on Logic Programming (Technical Communications), ICLP 2019 Technical Communications, Las Cruces, NM, USA, September 20-25, 2019.",306,2019,True,http://arxiv.org/abs/1909.07646|https://doi.org/10.4204/EPTCS.306,306
1755833,ICE,Alexandra Silva 0001|Davide Grohmann|Roberto Bruni|Simon Bliudze,http://arxiv.org/abs/1010.5308|https://doi.org/10.4204/EPTCS.38,journals/corr/abs-1010-5308,,"Proceedings Third Interaction and Concurrency Experience: Guaranteed Interaction, ICE 2010, Amsterdam, The Netherlands, 10th of June 2010.",38,2010,True,http://arxiv.org/abs/1010.5308|https://doi.org/10.4204/EPTCS.38,38
1756044,SR,Aniello Murano|Fabio Mogavero|Moshe Y. Vardi,http://arxiv.org/abs/1404.0414|https://doi.org/10.4204/EPTCS.146,journals/corr/MogaveroMV14,,"Proceedings 2nd International Workshop on Strategic Reasoning, SR 2014, Grenoble, France, April 5-6, 2014.",146,2014,True,http://arxiv.org/abs/1404.0414|https://doi.org/10.4204/EPTCS.146,146
1756193,COS,Alexis Saurin|Ugo de'Liguoro,http://arxiv.org/abs/1309.0924|https://doi.org/10.4204/EPTCS.127,journals/corr/deLiguoroS13,,"Proceedings First Workshop on Control Operators and their Semantics, COS 2013, Eindhoven, The Netherlands, June 24-25, 2013.",127,2013,True,http://arxiv.org/abs/1309.0924|https://doi.org/10.4204/EPTCS.127,127
1756282,GandALF,Giovanna D'Agostino|Salvatore La Torre,http://arxiv.org/abs/1106.0814|https://doi.org/10.4204/EPTCS.54,journals/corr/abs-1106-0814,,"Proceedings of Second International Symposium on Games, Automata, Logics and Formal Verification, GandALF 2011, Minori, Italy, 15-17th June 2011.",54,2011,True,http://arxiv.org/abs/1106.0814|https://doi.org/10.4204/EPTCS.54,54
1756909,SYNT@CAV,Dana Fisman|Swen Jacobs,http://arxiv.org/abs/1711.10224,journals/corr/abs-1711-10224,,"Proceedings Sixth Workshop on Synthesis, SYNT@CAV 2017, Heidelberg, Germany, 22nd July 2017.",260,2017,True,,260
1758457,GRAPHITE,Alberto Lluch-Lafuente|Anton Wijs|Dragan Bosnacki|Stefan Edelkamp,http://arxiv.org/abs/1407.7671|https://doi.org/10.4204/EPTCS.159|https://www.wikidata.org/entity/Q56496636,journals/corr/BosnackiELW14,,"Proceedings 3rd Workshop on GRAPH Inspection and Traversal Engineering, GRAPHITE 2014, Grenoble, France, 5th April 2014.",159,2014,True,http://arxiv.org/abs/1407.7671|https://doi.org/10.4204/EPTCS.159|https://www.wikidata.org/entity/Q56496636,159
1759969,FMAS/ASYDE@SEFM,Marie Farrell|Matt Luckcuck,https://doi.org/10.4204/EPTCS.371|https://doi.org/10.48550/arXiv.2209.13181,journals/corr/abs-2209-13181,,"Proceedings Fourth International Workshop on Formal Methods for Autonomous Systems (FMAS) and Fourth International Workshop on Automated and verifiable Software sYstem DEvelopment (ASYDE), FMAS/ASYDE@SEFM 2022, and Fourth International Workshop on Automated and verifiable Software sYstem DEvelopment (ASYDE)Berlin, Germany, 26th and 27th of September 2022.",371,2022,True,https://doi.org/10.4204/EPTCS.371|https://doi.org/10.48550/arXiv.2209.13181,371
1762314,FMAS,Marie Farrell|Matt Luckcuck,https://arxiv.org/abs/2110.11527|https://doi.org/10.4204/EPTCS.348,journals/corr/abs-2110-11527,,"Proceedings Third Workshop on Formal Methods for Autonomous Systems, FMAS 2021, Virtual, October 21-22, 2021.",348,2021,True,https://arxiv.org/abs/2110.11527|https://doi.org/10.4204/EPTCS.348,348
1766992,ESSS,Jun Pang 0001|Yang Liu 0003,http://arxiv.org/abs/1405.0554|https://doi.org/10.4204/EPTCS.150,journals/corr/PangL14,,"Proceedings Third International Workshop on Engineering Safety and Security Systems, ESSS 2014, Singapore, Singapore, 13 May 2014.",150,2014,True,http://arxiv.org/abs/1405.0554|https://doi.org/10.4204/EPTCS.150,150
1768633,INFINITY,Chao Wang|Fang Yu 0001,http://arxiv.org/abs/1111.2678|https://doi.org/10.4204/EPTCS.73,journals/corr/abs-1111-2678,,"Proceedings 13th International Workshop on Verification of Infinite-State Systems, INFINITY 2011, Taipei, Taiwan, 10th October 2011.",73,2011,True,http://arxiv.org/abs/1111.2678|https://doi.org/10.4204/EPTCS.73,73
1769824,QPL,Bob Coecke|Matty J. Hoban,http://arxiv.org/abs/1412.7917|https://doi.org/10.4204/EPTCS.171,journals/corr/CoeckeH14,,"Proceedings of the 10th International Workshop on Quantum Physics and Logic, QPL 2013, Castelldefels (Barcelona), Spain, July 17-19, 2013.",171,2014,True,http://arxiv.org/abs/1412.7917|https://doi.org/10.4204/EPTCS.171,171
1770681,ICE,Alexandra Silva 0001|Ana Sokolova|Ivan Lanese|Marco Carbone,http://arxiv.org/abs/1212.3458|https://doi.org/10.4204/EPTCS.104,journals/corr/abs-1212-3458,,"Proceedings Fifth Interaction and Concurrency Experience, ICE 2012, Stockholm, Sweden, 16th June 2012.",104,2012,True,http://arxiv.org/abs/1212.3458|https://doi.org/10.4204/EPTCS.104,104
1772362,TERMGRAPH@FSCD,Patrick Bahr,https://arxiv.org/abs/2102.01804|https://doi.org/10.4204/EPTCS.334,journals/corr/abs-2102-01804,,"Proceedings 11th International Workshop on Computing with Terms and Graphs, TERMGRAPH@FSCD 2020, Online, 5th July 2020.",334,2021,True,https://arxiv.org/abs/2102.01804|https://doi.org/10.4204/EPTCS.334,334
1774542,ML/OCaml,Gabriel Scherer|Sam Lindley,http://arxiv.org/abs/1905.05909|https://doi.org/10.4204/EPTCS.294,journals/corr/abs-1905-05909,,"Proceedings ML Family / OCaml Users and Developers workshops, ML/OCaml 2017, Oxford, UK, 7th September 2017.",294,2019,True,http://arxiv.org/abs/1905.05909|https://doi.org/10.4204/EPTCS.294,294
1776319,UITP,Cezary Kaliszyk|Christoph Lüth,http://arxiv.org/abs/1307.1528|https://doi.org/10.4204/EPTCS.118|https://www.wikidata.org/entity/Q108482182,journals/corr/KaliszykL13,,"Proceedings 10th International Workshop On User Interfaces for Theorem Provers, UITP 2012, Bremen, Germany, July 11th, 2012.",118,2013,True,http://arxiv.org/abs/1307.1528|https://doi.org/10.4204/EPTCS.118|https://www.wikidata.org/entity/Q108482182,118
1781063,NCMA,György Vaszil|Géza Horváth|Henning Bordihn,https://doi.org/10.4204/EPTCS.367|https://doi.org/10.48550/arXiv.2208.13015,journals/corr/abs-2208-13015,,"Proceedings 12th International Workshop on Non-Classical Models of Automata and Applications, NCMA 2022, Debrecen, Hungary, August 26-27, 2022.",367,2022,True,https://doi.org/10.4204/EPTCS.367|https://doi.org/10.48550/arXiv.2208.13015,367
1781082,CompMod,Erik P. de Vink|Ion Petre,http://arxiv.org/abs/1109.1044|https://doi.org/10.4204/EPTCS.67,journals/corr/abs-1109-1044,,"Proceedings Third International Workshop on Computational Models for Cell Processes, CompMod 2011, Aachen, Germany, September 10, 2011.",67,2011,True,http://arxiv.org/abs/1109.1044|https://doi.org/10.4204/EPTCS.67,67
1784230,LFMTP@FSCD,Frédéric Blanqui|Giselle Reis,http://arxiv.org/abs/1807.01352|https://doi.org/10.4204/EPTCS.274,journals/corr/abs-1807-01352,,"Proceedings of the 13th International Workshop on Logical Frameworks and Meta-Languages: Theory and Practice, LFMTP@FSCD 2018, Oxford, UK, 7th July 2018.",274,2018,True,http://arxiv.org/abs/1807.01352|https://doi.org/10.4204/EPTCS.274,274
1786964,PLACES,Nobuko Yoshida|Wim Vanderbauwhede,http://arxiv.org/abs/1312.2218|https://doi.org/10.4204/EPTCS.137,journals/corr/YoshidaV13,,"Proceedings 6th Workshop on Programming Language Approaches to Concurrency and Communication-cEntric Software, PLACES 2013, Rome, Italy, 23rd March 2013.",137,2013,True,http://arxiv.org/abs/1312.2218|https://doi.org/10.4204/EPTCS.137,137
1788840,HaTT@IJCAR,Cezary Kaliszyk|Jasmin Christian Blanchette,http://arxiv.org/abs/1606.05427|https://doi.org/10.4204/EPTCS.210|https://www.wikidata.org/entity/Q108482214,journals/corr/BlanchetteK16,,"Proceedings First International Workshop on Hammers for Type Theories, HaTT@IJCAR 2016, Coimbra, Portugal, July 1, 2016.",210,2016,True,http://arxiv.org/abs/1606.05427|https://doi.org/10.4204/EPTCS.210|https://www.wikidata.org/entity/Q108482214,210
1790670,MSFP@ETAPS,Max S. New|Sam Lindley,https://arxiv.org/abs/2004.14735|https://doi.org/10.4204/EPTCS.317,journals/corr/abs-2004-14735,,"Proceedings Eighth Workshop on Mathematically Structured Functional Programming, MSFP@ETAPS 2020, Dublin, Ireland, 25th April 2020.",317,2020,True,https://arxiv.org/abs/2004.14735|https://doi.org/10.4204/EPTCS.317,317
1793346,PxTP,Bruno Woltzenlogel Paleo|Catherine Dubois,http://arxiv.org/abs/1712.00898,journals/corr/abs-1712-00898,,"Proceedings of the Fifth Workshop on Proof eXchange for Theorem Proving, PxTP 2017, Brasília, Brazil, 23-24 September 2017.",262,2017,True,,262
1794147,MARS@ETAPS,Holger Hermanns|Peter Höfner,http://arxiv.org/abs/1703.05812|https://doi.org/10.4204/EPTCS.244,journals/corr/HermannsH17,,"Proceedings 2nd Workshop on Models for Formal Analysis of Real Systems, MARS@ETAPS 2017, Uppsala, Sweden, 29th April 2017.",244,2017,True,http://arxiv.org/abs/1703.05812|https://doi.org/10.4204/EPTCS.244,244
1794195,GaM@ETAPS,Arend Rensink|Eduardo Zambon,http://arxiv.org/abs/1504.02448|https://doi.org/10.4204/EPTCS.181,journals/corr/RensinkZ15,,"Proceedings Graphs as Models, GaM@ETAPS 2015, London, UK, 11-12 April 2015.",181,2015,True,http://arxiv.org/abs/1504.02448|https://doi.org/10.4204/EPTCS.181,181
1797221,EXPRESS/SOS,Daniel Gebler|Silvia Crafa,http://arxiv.org/abs/1508.06347|https://doi.org/10.4204/EPTCS.190,journals/corr/CrafaG15,,"Proceedings of the Combined 22th International Workshop on Expressiveness in Concurrency and 12th Workshop on Structural Operational Semantics, EXPRESS/SOS 2015, Madrid, Spain, 31st August 2015.",190,2015,True,http://arxiv.org/abs/1508.06347|https://doi.org/10.4204/EPTCS.190,190
1797947,GANDALF,Angelo Montanari|Margherita Napoli|Mimmo Parente,http://arxiv.org/abs/1006.1711|https://doi.org/10.4204/EPTCS.25,journals/corr/abs-1006-1711,,"Proceedings First Symposium on Games, Automata, Logic, and Formal Verification, GANDALF 2010, Minori (Amalfi Coast), Italy, 17-18th June 2010.",25,2010,True,http://arxiv.org/abs/1006.1711|https://doi.org/10.4204/EPTCS.25,25
